3	0	0.0
6	1	240.47342933333334
9	1	740.9937066666666
12	1	754.97472
15	1	766.1595306666667
18	5	808.1025706666667
21	5	2271.215616
24	5	3226.1188266666663
27	5	4051.697664
30	5	4292.171093333333
33	9	4381.649578666667
36	10	5765.769898666667
39	10	6727.663616
42	15	8422.162432
45	15	6780.791466666667
48	15	7564.427264
51	20	8379.520341333333
54	20	11342.796117333333
57	20	10273.248597333333
60	25	12763.267072
63	25	12946.418346666665
66	25	11732.167338666666
69	27	10335.464106666666
72	27	10179.575808
75	27	4514.469205333333
78	27	4061.4843733333337
81	27	6340.389546666667
84	27	12440.305664
87	27	15267.26656
90	27	18935.884458666667
93	27	17951.62112
96	27	19894.98197333333
99	27	17778.256554666666
102	26	18289.96164266667
105	24	17484.655274666668
108	24	12395.566421333335
111	24	11363.767637333334
114	24	15074.328576
117	23	17691.574272
120	23	16315.84256
123	23	16181.624832
126	22	15770.58304
129	22	12812.200618666666
132	22	16480.818517333333
135	22	14358.500693333333
138	22	16903.04512
141	22	13254.00064
144	22	13874.757632
147	22	15211.342506666666
150	22	14747.172864
153	22	16190.01344
156	22	14691.248810666666
159	22	14165.562709333333
162	22	13116.986709333334
165	22	13662.246229333334
168	22	17123.945130666667
171	22	15731.436202666666
174	22	14993.238698666666
177	22	16542.334976
180	22	14014.567765333333
183	22	13329.498112
186	21	11875.472725333333
189	21	14154.377898666666
192	22	14878.594389333333
195	22	14104.046250666666
198	22	14260.6336
201	22	15295.228586666666
204	22	13911.108266666666
207	22	12143.908181333334
210	22	13195.280384
213	22	12538.172757333334
216	22	12719.925930666666
219	22	13908.312064
222	22	12912.863914666666
225	22	14246.652586666665
228	22	11089.739776
231	22	11369.360042666665
234	22	11621.018282666666
237	22	14092.86144
240	22	14162.766506666667
243	22	16385.747626666667
246	22	15317.598208
249	22	13715.37408
252	22	14246.652586666665
255	22	14942.907050666667
258	22	14095.657642666665
261	22	13203.668992
264	22	14397.647530666665
267	22	15233.712128
270	22	14280.207018666666
273	22	14269.022208
276	22	13600.729770666667
279	22	13418.976597333334
282	22	13519.639893333335
285	22	14218.69056
288	22	15443.427328
291	22	13774.094336
294	22	14677.267797333334
297	22	12910.067712
300	22	15544.090624
303	22	14526.272853333334
306	22	16455.652693333333
309	22	14213.098154666666
312	22	15202.953898666667
315	22	12596.893013333334
318	22	15404.280490666666
321	22	14213.098154666666
324	22	15208.546304
327	22	15228.119722666666
330	22	14481.533610666665
333	22	14791.912106666667
336	22	14819.874133333335
339	22	13885.942442666666
342	22	16584.278016
345	22	14241.060181333334
348	22	16097.738752
351	22	13874.757632
354	22	15423.853909333335
357	22	14663.286784
360	22	15219.731114666665
363	22	14078.880426666667
366	22	14540.253866666666
369	22	13231.631018666667
372	22	15177.788074666665
375	22	14182.339925333334
378	22	14761.153877333334
381	22	14204.709546666667
384	22	14109.638656
387	22	14719.210837333334
390	22	14104.046250666666
393	22	15809.729877333333
396	22	15085.513386666666
399	22	14053.714602666667
402	22	16181.624832
405	22	15289.636181333333
408	22	17034.466645333334
411	22	14428.40576
414	22	15611.199488
417	22	14084.472832
420	22	14361.296896
423	22	15516.128597333334
426	22	14045.325994666666
429	22	13790.871552
432	22	13072.247466666666
435	22	13432.957610666666
438	22	16858.305877333332
441	22	14011.771562666667
444	22	14917.741226666665
447	22	14884.186794666666
450	22	14087.269034666666
453	22	14512.29184
456	22	15303.617194666665
459	22	14403.239936
462	22	13371.441152
465	22	13595.137365333334
468	22	14036.937386666666
471	22	14369.685504
474	22	14674.471594666666
477	22	11436.468906666665
480	22	15490.962773333335
483	22	13930.681685333335
486	22	13128.17152
489	22	14892.575402666665
492	22	14576.604501333333
495	22	14436.794368
